column,null_pct,min,max,mean,std,outlier_5sigma_pct_sample,negative
MW4_ENERGY_BRAKING_RESISTANCE,0.0,0.0,0.40127021074295044,0.3878809696514478,0.013211521443696908,0.06596858054582376,False
CW2_LOAD_SIGNAL,0.0,0.0,1.0,0.03356637693470694,0.07778436224348259,0.4450438488831366,False
MW1_PROPORTIONAL_VALVE_PRESSURE_BOGIE1,0.0,0.0,0.62677001953125,0.20547200301108906,0.21489845637186705,0.0,False
CW2_LOAD_PRESSURE_BOGIE2,0.0,0.0,0.42926025390625,0.2247356646029921,0.03377370387047429,0.09707004663825229,False
CW2_SPRING_BRAKE_PRESSURE_BOGIE2,0.0,0.0,0.92523193359375,0.6639829362887167,0.10521617190715711,0.1072512440586437,False
MW2_LOAD_PRESSURE_BOGIE1,0.0,0.0,0.412109375,0.20465969373639362,0.03790227451463367,0.09400174056635352,False
MW2_ENERGY_BRAKING_RESISTANCE,0.0,0.0,0.6897993683815002,0.6463759579442943,0.032805149522819106,0.06527123825675585,False
MW3_PROPORTIONAL_VALVE_PRESSURE_BOGIE1,0.0,0.0,0.619140625,0.2046087344426683,0.21335722910029142,0.0,False
MW2_PNEUMATIC_BRAKING_FORCE_BOGIE2,0.0,0.0,0.58917236328125,0.18858850940189054,0.20072916566813936,0.0,False
MW1_BRAKE_CYLINDER_PRESSURE_BOGIE1,0.0,0.0,0.776611328125,0.16664732921828385,0.20468420593159525,0.0,False
CW1_PROPORTIONAL_VALVE_PRESSURE_BOGIE1,0.0,0.0,0.6214599609375,0.0968445406523402,0.11199155860430046,0.0,False
MW4_PNEUMATIC_BRAKING_FORCE_BOGIE2,0.0,0.0,0.61053466796875,0.19075136848071883,0.20430472795830912,0.0,False
CW2_PNEUMATIC_BRAKING_FORCE_BOGIE1,0.0,0.0,1.0,0.1439944600044176,0.19406327424860872,0.0,False
CW1_SPRING_BRAKE_PRESSURE_BOGIE1,0.0,0.0,0.91302490234375,0.610254516210006,0.20275475005575117,0.0,False
MW3_BRAKE_CYLINDER_PRESSURE_BOGIE2,0.0,0.0,0.774169921875,0.16438451575364926,0.20330366794841942,0.0,False
CW1_BRAKE_CYLINDER_PRESSURE_BOGIE2,0.0,0.0,0.77374267578125,0.16393743548245052,0.20292608598478834,0.0,False
CW1_LOAD_PRESSURE_BOGIE2,0.0,0.0,0.44000244140625,0.22037585773359097,0.03599919202764206,0.09163077678352263,False
MW1_SPRING_BRAKE_PRESSURE_BOGIE1,0.0,0.0,0.90447998046875,0.6557952720613137,0.10602172196011617,0.15132327672773527,False
MW4_LOAD_PRESSURE_BOGIE2,0.0,0.0,0.46343994140625,0.2642660612537446,0.03561009305361888,0.08382054314596211,False
CW2_SPRING_BRAKE_PRESSURE_BOGIE1,0.0,0.0,0.89666748046875,0.602775585374285,0.19601215937321792,0.0,False
CW2_PNEUMATIC_BRAKING_FORCE_BOGIE2,0.0,0.0,0.57257080078125,0.178885170456436,0.19595761646454643,0.0,False
MW2_BRAKE_CYLINDER_PRESSURE_BOGIE1,0.0,0.0,0.77294921875,0.1674716995439979,0.20469029677819128,0.0,False
MW2_LOAD_SIGNAL,0.0,0.0,0.9402817487716675,0.37425721025089215,0.43645078000880655,0.0,False
MW2_SPRING_BRAKE_PRESSURE_BOGIE1,0.0,0.0,0.9329833984375,0.662940630860235,0.10555565306006627,0.1393289893557673,False
MW1_LOAD_PRESSURE_BOGIE1,0.0,0.0,0.4300537109375,0.23630778919530587,0.03519924368094713,0.11478254078057706,False
CW1_LOAD_SIGNAL,0.0,0.0,1.0,0.0622856203038776,0.11260725290762824,0.4202184633923192,False
MW3_LOAD_SIGNAL,0.0,0.0,0.9402817487716675,0.0426605978604213,0.14513756092239832,2.193141499118559,False
CW2_BRAKE_CYLINDER_PRESSURE_BOGIE2,0.0,0.0,0.788818359375,0.16232956157181297,0.20308130395023932,0.0,False
MW2_PROPORTIONAL_VALVE_PRESSURE_BOGIE2,0.0,0.0,0.615478515625,0.20621366833463806,0.2145386420792357,0.0,False
MW3_LOAD_PRESSURE_BOGIE1,0.0,0.0,0.43115234375,0.24006188275092363,0.03049121091886895,0.2107368397563207,False
MW1_ENERGY_BRAKING_RESISTANCE,0.0,0.0,0.7293612957000732,0.6907615467000617,0.03221990835509308,0.06582911208801018,False
AMBIENT_TEMPERATURE,0.0,-0.0179443359375,0.1929931640625,0.09384625465304723,0.04293933202238357,0.0,True
TRAIN_SPEED_ACTUAL,0.0,0.0,1.0340023040771484,0.2704975181641813,0.33966504148495635,0.0,False
